Speaker_1; Male
MSP-PODCAST_1752_0070.wav;1080
MSP-PODCAST_1752_0072.wav;1080
MSP-PODCAST_1752_0075.wav;1080
MSP-PODCAST_1752_0076.wav;1080
MSP-PODCAST_1752_0079.wav;1080
MSP-PODCAST_1752_0080.wav;1080
MSP-PODCAST_1752_0082.wav;1080
MSP-PODCAST_1752_0083.wav;1080
MSP-PODCAST_1752_0084.wav;1080
MSP-PODCAST_1752_0086.wav;1080
MSP-PODCAST_1752_0087.wav;1080
MSP-PODCAST_1752_0093.wav;1080
MSP-PODCAST_1752_0099.wav;1080
MSP-PODCAST_1752_0102.wav;1080
MSP-PODCAST_1752_0103.wav;1080
MSP-PODCAST_1752_0104.wav;1080
MSP-PODCAST_1752_0106.wav;1080
MSP-PODCAST_1752_0107.wav;1080
MSP-PODCAST_1752_0108.wav;1080
MSP-PODCAST_1752_0109.wav;1080
MSP-PODCAST_1752_0110.wav;1080
MSP-PODCAST_1752_0114.wav;1080
MSP-PODCAST_1752_0115.wav;1080
MSP-PODCAST_1752_0118.wav;1080
MSP-PODCAST_1752_0119.wav;1080
MSP-PODCAST_1752_0122.wav;1080
MSP-PODCAST_1752_0126.wav;1080
MSP-PODCAST_1752_0129.wav;1080
MSP-PODCAST_1752_0130.wav;1080
MSP-PODCAST_1752_0135.wav;1080
MSP-PODCAST_1752_0139.wav;1080
MSP-PODCAST_1752_0140.wav;1080
MSP-PODCAST_1752_0145.wav;1080
MSP-PODCAST_1752_0148.wav;1080
MSP-PODCAST_1752_0149.wav;1080
MSP-PODCAST_1752_0151.wav;1080
MSP-PODCAST_1752_0153.wav;1080
MSP-PODCAST_1752_0154.wav;1080
MSP-PODCAST_1752_0156.wav;1080
MSP-PODCAST_1752_0158.wav;1080
MSP-PODCAST_1752_0161.wav;1080
MSP-PODCAST_1752_0166.wav;1080
MSP-PODCAST_1752_0168.wav;1080
MSP-PODCAST_1752_0169.wav;1080
MSP-PODCAST_1752_0170.wav;1080
MSP-PODCAST_1752_0172.wav;1080
MSP-PODCAST_1752_0173.wav;1080
MSP-PODCAST_1752_0179.wav;1080
MSP-PODCAST_1752_0186.wav;1080
MSP-PODCAST_1752_0189.wav;1080
MSP-PODCAST_1752_0191.wav;1080
MSP-PODCAST_1752_0193.wav;1080
MSP-PODCAST_1752_0195.wav;1080
MSP-PODCAST_1752_0197.wav;1080
MSP-PODCAST_1752_0200.wav;1080
MSP-PODCAST_1752_0203.wav;1080
MSP-PODCAST_1752_0205.wav;1080
MSP-PODCAST_1752_0210.wav;1080
MSP-PODCAST_1752_0217.wav;1080
MSP-PODCAST_1752_0218.wav;1080
MSP-PODCAST_1752_0220.wav;1080
MSP-PODCAST_1752_0223.wav;1080
MSP-PODCAST_1752_0224.wav;1080
MSP-PODCAST_1752_0226.wav;1080
MSP-PODCAST_1752_0232.wav;1080
MSP-PODCAST_1752_0233.wav;1080
MSP-PODCAST_1752_0235.wav;1080
MSP-PODCAST_1752_0238.wav;1080
MSP-PODCAST_1752_0239.wav;1080
MSP-PODCAST_1752_0246.wav;1080
MSP-PODCAST_1752_0248.wav;1080
MSP-PODCAST_1752_0249.wav;1080
MSP-PODCAST_1752_0252.wav;1080
MSP-PODCAST_1752_0254.wav;1080
MSP-PODCAST_1752_0257.wav;1080
MSP-PODCAST_1752_0258.wav;1080
MSP-PODCAST_1752_0262.wav;1080
MSP-PODCAST_1752_0263.wav;1080
MSP-PODCAST_1752_0267.wav;1080
MSP-PODCAST_1752_0268.wav;1080
MSP-PODCAST_1752_0270.wav;1080
MSP-PODCAST_1752_0271.wav;1080
MSP-PODCAST_1752_0272.wav;1080
MSP-PODCAST_1752_0274.wav;1080
MSP-PODCAST_1752_0277.wav;1080
MSP-PODCAST_1752_0278.wav;1080
MSP-PODCAST_1752_0280.wav;1080
MSP-PODCAST_1753_0001.wav;1080
MSP-PODCAST_1753_0005.wav;1080
MSP-PODCAST_1753_0010.wav;1080
MSP-PODCAST_1753_0011.wav;1080
MSP-PODCAST_1753_0012_0002.wav;1080
MSP-PODCAST_1753_0014.wav;1080
MSP-PODCAST_1753_0017.wav;1080
MSP-PODCAST_1753_0019.wav;1080
MSP-PODCAST_1753_0021.wav;1080
MSP-PODCAST_1753_0022.wav;1080
MSP-PODCAST_1753_0023.wav;1080
MSP-PODCAST_1753_0026.wav;1080
MSP-PODCAST_1753_0028.wav;1080
MSP-PODCAST_1753_0029.wav;1080
MSP-PODCAST_1753_0035.wav;1080
MSP-PODCAST_1753_0037.wav;1080
MSP-PODCAST_1753_0038.wav;1080
MSP-PODCAST_1753_0040.wav;1080
MSP-PODCAST_1753_0041.wav;1080
MSP-PODCAST_1753_0043.wav;1080
MSP-PODCAST_1753_0044.wav;1080
MSP-PODCAST_1753_0050.wav;1080
MSP-PODCAST_1753_0052.wav;1080
MSP-PODCAST_1753_0053.wav;1080
MSP-PODCAST_1753_0057.wav;1080
MSP-PODCAST_1753_0061.wav;1080
MSP-PODCAST_1753_0062.wav;1080
MSP-PODCAST_1753_0064.wav;1080
MSP-PODCAST_1753_0065.wav;1080
MSP-PODCAST_1753_0073.wav;1080
MSP-PODCAST_1753_0074.wav;1080
MSP-PODCAST_1753_0075.wav;1080
MSP-PODCAST_1753_0076.wav;1080
MSP-PODCAST_1753_0079.wav;1080
MSP-PODCAST_1753_0082.wav;1080
MSP-PODCAST_1753_0084.wav;1080
MSP-PODCAST_1753_0090.wav;1080
MSP-PODCAST_1753_0091.wav;1080
MSP-PODCAST_1753_0094.wav;1080
MSP-PODCAST_1753_0096.wav;1080
MSP-PODCAST_1753_0099.wav;1080
MSP-PODCAST_1753_0100.wav;1080
MSP-PODCAST_1753_0107.wav;1080
MSP-PODCAST_1753_0108.wav;1080
MSP-PODCAST_1753_0112.wav;1080
MSP-PODCAST_1753_0114.wav;1080
MSP-PODCAST_1753_0116.wav;1080
MSP-PODCAST_1753_0119.wav;1080
MSP-PODCAST_1753_0120.wav;1080
MSP-PODCAST_1753_0121.wav;1080
MSP-PODCAST_1753_0122.wav;1080
MSP-PODCAST_1753_0124.wav;1080
MSP-PODCAST_1753_0126.wav;1080
MSP-PODCAST_1753_0130.wav;1080
MSP-PODCAST_1753_0134.wav;1080
MSP-PODCAST_1753_0135.wav;1080
MSP-PODCAST_1753_0142.wav;1080
MSP-PODCAST_1753_0146.wav;1080
MSP-PODCAST_1753_0147.wav;1080
MSP-PODCAST_1753_0148.wav;1080
MSP-PODCAST_1753_0150.wav;1080
MSP-PODCAST_1753_0151.wav;1080
MSP-PODCAST_1753_0153.wav;1080
MSP-PODCAST_1753_0157.wav;1080
MSP-PODCAST_1753_0158.wav;1080
MSP-PODCAST_1753_0159.wav;1080
MSP-PODCAST_1753_0160.wav;1080
MSP-PODCAST_1753_0161.wav;1080
MSP-PODCAST_1753_0162.wav;1080
MSP-PODCAST_1753_0165.wav;1080
MSP-PODCAST_1753_0167.wav;1080
MSP-PODCAST_1753_0169.wav;1080
MSP-PODCAST_1753_0170.wav;1080
MSP-PODCAST_1753_0173.wav;1080
MSP-PODCAST_1753_0177.wav;1080
MSP-PODCAST_1753_0182.wav;1080
MSP-PODCAST_1753_0185.wav;1080
MSP-PODCAST_1753_0186.wav;1080
MSP-PODCAST_1753_0189.wav;1080
MSP-PODCAST_1753_0193.wav;1080
MSP-PODCAST_1753_0203.wav;1080
MSP-PODCAST_1753_0208.wav;1080
MSP-PODCAST_1753_0209.wav;1080
MSP-PODCAST_1753_0210.wav;1080
MSP-PODCAST_1753_0216.wav;1080
MSP-PODCAST_1753_0217.wav;1080
MSP-PODCAST_1753_0218.wav;1080
MSP-PODCAST_1753_0223.wav;1080
MSP-PODCAST_1753_0224.wav;1080
MSP-PODCAST_1753_0225.wav;1080
MSP-PODCAST_1753_0226.wav;1080
MSP-PODCAST_1753_0227.wav;1080
MSP-PODCAST_1753_0228.wav;1080
MSP-PODCAST_1753_0230.wav;1080
MSP-PODCAST_1753_0231.wav;1080
MSP-PODCAST_1753_0234.wav;1080
MSP-PODCAST_1753_0235.wav;1080
MSP-PODCAST_1753_0236.wav;1080
MSP-PODCAST_1753_0237.wav;1080
MSP-PODCAST_1753_0239.wav;1080
MSP-PODCAST_1753_0241.wav;1080
MSP-PODCAST_1753_0242.wav;1080
MSP-PODCAST_1753_0243.wav;1080
MSP-PODCAST_1753_0244.wav;1080
MSP-PODCAST_1753_0248.wav;1080
MSP-PODCAST_1753_0253.wav;1080
MSP-PODCAST_1753_0254.wav;1080
MSP-PODCAST_1753_0255.wav;1080
MSP-PODCAST_1753_0256.wav;1080
MSP-PODCAST_1753_0257.wav;1080
MSP-PODCAST_1753_0259.wav;1080
MSP-PODCAST_1753_0260.wav;1080
MSP-PODCAST_1753_0263.wav;1080
MSP-PODCAST_1753_0266.wav;1080
MSP-PODCAST_1753_0268.wav;1080
MSP-PODCAST_1753_0274.wav;1080
MSP-PODCAST_1753_0277.wav;1080
MSP-PODCAST_1753_0278.wav;1080
MSP-PODCAST_1753_0280.wav;1080
MSP-PODCAST_1753_0283.wav;1080
MSP-PODCAST_1753_0285.wav;1080
MSP-PODCAST_1753_0286.wav;1080
MSP-PODCAST_1753_0295.wav;1080
MSP-PODCAST_1753_0296.wav;1080
MSP-PODCAST_1753_0297.wav;1080
MSP-PODCAST_1753_0298.wav;1080
MSP-PODCAST_1753_0301.wav;1080
MSP-PODCAST_1753_0302.wav;1080
MSP-PODCAST_1753_0303.wav;1080
MSP-PODCAST_1753_0307.wav;1080
MSP-PODCAST_1753_0309.wav;1080
MSP-PODCAST_1753_0311.wav;1080
MSP-PODCAST_1753_0314.wav;1080
MSP-PODCAST_1753_0319.wav;1080
MSP-PODCAST_1753_0320.wav;1080
MSP-PODCAST_1753_0322.wav;1080
MSP-PODCAST_1753_0323.wav;1080
MSP-PODCAST_1753_0327.wav;1080
MSP-PODCAST_1753_0331.wav;1080
MSP-PODCAST_1753_0333.wav;1080
MSP-PODCAST_1753_0334.wav;1080
MSP-PODCAST_1753_0335.wav;1080
MSP-PODCAST_1753_0337.wav;1080
MSP-PODCAST_1753_0342.wav;1080
MSP-PODCAST_1753_0343.wav;1080
MSP-PODCAST_1753_0345.wav;1080
MSP-PODCAST_1753_0347.wav;1080
MSP-PODCAST_1753_0350.wav;1080
MSP-PODCAST_1753_0351.wav;1080
MSP-PODCAST_1753_0352.wav;1080
MSP-PODCAST_1753_0354.wav;1080
MSP-PODCAST_1753_0358.wav;1080
MSP-PODCAST_1753_0359.wav;1080
MSP-PODCAST_1753_0361.wav;1080
MSP-PODCAST_1753_0362.wav;1080
MSP-PODCAST_1753_0364.wav;1080
MSP-PODCAST_1753_0365.wav;1080
MSP-PODCAST_1753_0366.wav;1080
MSP-PODCAST_1753_0368.wav;1080
MSP-PODCAST_1753_0369.wav;1080
MSP-PODCAST_1753_0370.wav;1080
MSP-PODCAST_1753_0371.wav;1080
MSP-PODCAST_1753_0372.wav;1080
MSP-PODCAST_1753_0373.wav;1080
MSP-PODCAST_1753_0375.wav;1080
MSP-PODCAST_1753_0376.wav;1080
MSP-PODCAST_1753_0378.wav;1080
MSP-PODCAST_1753_0381.wav;1080
MSP-PODCAST_1753_0383.wav;1080
MSP-PODCAST_1753_0384.wav;1080
MSP-PODCAST_1753_0385.wav;1080
MSP-PODCAST_1753_0390.wav;1080
MSP-PODCAST_1754_0001.wav;1080
MSP-PODCAST_1754_0004.wav;1080
MSP-PODCAST_1754_0014.wav;1080
MSP-PODCAST_1754_0017.wav;1080
MSP-PODCAST_1754_0023.wav;1080
MSP-PODCAST_1754_0024.wav;1080
MSP-PODCAST_1754_0027.wav;1080
MSP-PODCAST_1754_0028.wav;1080
MSP-PODCAST_1754_0031.wav;1080
MSP-PODCAST_1754_0037.wav;1080
MSP-PODCAST_1754_0038.wav;1080
MSP-PODCAST_1754_0039.wav;1080
MSP-PODCAST_1754_0042.wav;1080
MSP-PODCAST_1754_0044.wav;1080
MSP-PODCAST_1754_0046.wav;1080
MSP-PODCAST_1754_0047.wav;1080
MSP-PODCAST_1754_0048.wav;1080
MSP-PODCAST_1754_0049.wav;1080
MSP-PODCAST_1754_0051.wav;1080
MSP-PODCAST_1754_0053.wav;1080
MSP-PODCAST_1754_0054.wav;1080
MSP-PODCAST_1754_0055.wav;1080
MSP-PODCAST_1754_0056.wav;1080
MSP-PODCAST_1754_0057.wav;1080
MSP-PODCAST_1754_0059.wav;1080
MSP-PODCAST_1754_0060.wav;1080
MSP-PODCAST_1754_0061.wav;1080
MSP-PODCAST_1754_0062.wav;1080
MSP-PODCAST_1754_0063.wav;1080
MSP-PODCAST_1754_0065.wav;1080
MSP-PODCAST_1754_0067.wav;1080
MSP-PODCAST_1754_0068.wav;1080
MSP-PODCAST_1754_0069.wav;1080
MSP-PODCAST_1754_0071.wav;1080
MSP-PODCAST_1754_0072.wav;1080
MSP-PODCAST_1754_0073.wav;1080
MSP-PODCAST_1754_0075.wav;1080
MSP-PODCAST_1754_0077.wav;1080
MSP-PODCAST_1754_0084.wav;1080
MSP-PODCAST_1754_0085.wav;1080
MSP-PODCAST_1754_0088.wav;1080
MSP-PODCAST_1754_0091.wav;1080
MSP-PODCAST_1754_0093.wav;1080
MSP-PODCAST_1754_0094.wav;1080
MSP-PODCAST_1754_0096.wav;1080
MSP-PODCAST_1754_0098.wav;1080
MSP-PODCAST_1754_0099.wav;1080
MSP-PODCAST_1754_0103.wav;1080
MSP-PODCAST_1754_0106.wav;1080
MSP-PODCAST_1754_0107.wav;1080
MSP-PODCAST_1754_0108.wav;1080
MSP-PODCAST_1754_0110.wav;1080
MSP-PODCAST_1754_0112.wav;1080
MSP-PODCAST_1754_0113.wav;1080
MSP-PODCAST_1754_0114.wav;1080
MSP-PODCAST_1754_0118.wav;1080
MSP-PODCAST_1754_0119.wav;1080
MSP-PODCAST_1754_0120.wav;1080
MSP-PODCAST_1754_0123.wav;1080
MSP-PODCAST_1754_0124.wav;1080
MSP-PODCAST_1754_0125.wav;1080
MSP-PODCAST_1754_0126.wav;1080
MSP-PODCAST_1754_0127.wav;1080
MSP-PODCAST_1754_0128.wav;1080
MSP-PODCAST_1754_0129.wav;1080
MSP-PODCAST_1754_0131.wav;1080
MSP-PODCAST_1754_0132.wav;1080
MSP-PODCAST_1754_0135.wav;1080
MSP-PODCAST_1754_0140.wav;1080
MSP-PODCAST_1754_0141.wav;1080
MSP-PODCAST_1754_0142.wav;1080
MSP-PODCAST_1754_0143.wav;1080
MSP-PODCAST_1754_0144.wav;1080
MSP-PODCAST_1754_0145.wav;1080
MSP-PODCAST_1754_0146.wav;1080
MSP-PODCAST_1754_0148.wav;1080
MSP-PODCAST_1754_0150.wav;1080
MSP-PODCAST_1754_0151.wav;1080
MSP-PODCAST_1754_0154.wav;1080
MSP-PODCAST_1754_0156.wav;1080
MSP-PODCAST_1754_0158.wav;1080
MSP-PODCAST_1754_0159.wav;1080
MSP-PODCAST_1754_0163.wav;1080
MSP-PODCAST_1754_0164.wav;1080
MSP-PODCAST_1754_0168.wav;1080
MSP-PODCAST_1754_0170.wav;1080
MSP-PODCAST_1754_0171.wav;1080
MSP-PODCAST_1754_0173.wav;1080
MSP-PODCAST_1754_0174.wav;1080
MSP-PODCAST_1754_0176.wav;1080
MSP-PODCAST_1754_0179.wav;1080
MSP-PODCAST_1754_0180.wav;1080
MSP-PODCAST_1754_0182.wav;1080
MSP-PODCAST_1754_0184.wav;1080
MSP-PODCAST_1754_0185.wav;1080
MSP-PODCAST_1754_0186.wav;1080
MSP-PODCAST_1754_0187.wav;1080
MSP-PODCAST_1754_0189.wav;1080
MSP-PODCAST_1754_0190.wav;1080
MSP-PODCAST_1754_0191.wav;1080
MSP-PODCAST_1754_0192.wav;1080
MSP-PODCAST_1754_0193.wav;1080
MSP-PODCAST_1754_0197.wav;1080
MSP-PODCAST_1754_0198.wav;1080
MSP-PODCAST_1754_0200.wav;1080
MSP-PODCAST_1754_0201.wav;1080
MSP-PODCAST_1754_0205.wav;1080
MSP-PODCAST_1754_0210.wav;1080
MSP-PODCAST_1754_0211.wav;1080
MSP-PODCAST_1754_0213.wav;1080
MSP-PODCAST_1754_0217.wav;1080
MSP-PODCAST_1754_0218.wav;1080
MSP-PODCAST_1754_0219.wav;1080
MSP-PODCAST_1754_0221.wav;1080
MSP-PODCAST_1754_0222.wav;1080
MSP-PODCAST_1754_0224.wav;1080
MSP-PODCAST_1754_0227.wav;1080
MSP-PODCAST_1754_0229.wav;1080
MSP-PODCAST_1754_0231.wav;1080
MSP-PODCAST_1754_0232.wav;1080
MSP-PODCAST_1754_0233.wav;1080
MSP-PODCAST_1754_0234.wav;1080
MSP-PODCAST_1754_0241.wav;1080
MSP-PODCAST_1754_0242.wav;1080
MSP-PODCAST_1754_0244.wav;1080
MSP-PODCAST_1754_0245.wav;1080
MSP-PODCAST_1754_0248.wav;1080
MSP-PODCAST_1754_0250.wav;1080
MSP-PODCAST_1754_0251.wav;1080
MSP-PODCAST_1754_0255.wav;1080
MSP-PODCAST_1754_0256.wav;1080
MSP-PODCAST_1754_0257.wav;1080
MSP-PODCAST_1754_0258.wav;1080
MSP-PODCAST_1754_0259.wav;1080
MSP-PODCAST_1754_0263.wav;1080
MSP-PODCAST_1754_0264.wav;1080
MSP-PODCAST_1754_0266.wav;1080
MSP-PODCAST_1754_0268.wav;1080
MSP-PODCAST_1754_0269.wav;1080
MSP-PODCAST_1754_0271.wav;1080
MSP-PODCAST_1754_0273.wav;1080
MSP-PODCAST_1754_0276.wav;1080
MSP-PODCAST_1754_0277.wav;1080
MSP-PODCAST_1754_0278.wav;1080
MSP-PODCAST_1754_0281.wav;1080
MSP-PODCAST_1754_0282.wav;1080
MSP-PODCAST_1754_0283.wav;1080
MSP-PODCAST_1754_0285.wav;1080
MSP-PODCAST_1754_0286.wav;1080
MSP-PODCAST_1754_0287.wav;1080
MSP-PODCAST_1754_0288.wav;1080
MSP-PODCAST_1754_0289.wav;1080
MSP-PODCAST_1754_0290.wav;1080
MSP-PODCAST_1754_0292.wav;1080
MSP-PODCAST_1754_0296.wav;1080
MSP-PODCAST_1754_0299.wav;1080
MSP-PODCAST_1754_0300.wav;1080
MSP-PODCAST_1754_0301.wav;1080
MSP-PODCAST_1754_0302.wav;1080
MSP-PODCAST_1754_0305.wav;1080
MSP-PODCAST_1754_0306.wav;1080
MSP-PODCAST_1754_0309.wav;1080
MSP-PODCAST_1754_0312.wav;1080
MSP-PODCAST_1754_0314.wav;1080
MSP-PODCAST_1754_0318.wav;1080
MSP-PODCAST_1754_0320.wav;1080
MSP-PODCAST_1754_0322.wav;1080
MSP-PODCAST_1754_0325.wav;1080
MSP-PODCAST_1754_0326.wav;1080
MSP-PODCAST_1754_0328.wav;1080
MSP-PODCAST_1754_0331_0003.wav;1080
MSP-PODCAST_1754_0331_0004.wav;1080
MSP-PODCAST_1754_0334.wav;1080
MSP-PODCAST_1754_0337.wav;1080
MSP-PODCAST_1754_0338.wav;1080
MSP-PODCAST_1754_0340.wav;1080
MSP-PODCAST_1754_0342.wav;1080
MSP-PODCAST_1754_0343.wav;1080
MSP-PODCAST_1754_0344.wav;1080
MSP-PODCAST_1754_0353.wav;1080
MSP-PODCAST_1754_0354.wav;1080
MSP-PODCAST_1754_0355.wav;1080
MSP-PODCAST_1754_0357.wav;1080
MSP-PODCAST_1754_0360.wav;1080
MSP-PODCAST_1754_0363.wav;1080
MSP-PODCAST_1754_0364.wav;1080
MSP-PODCAST_1754_0365.wav;1080
MSP-PODCAST_1754_0366.wav;1080
MSP-PODCAST_1754_0367.wav;1080
MSP-PODCAST_1754_0368.wav;1080
MSP-PODCAST_1754_0370.wav;1080
MSP-PODCAST_1754_0371.wav;1080
MSP-PODCAST_1754_0372.wav;1080
MSP-PODCAST_1754_0374.wav;1080
MSP-PODCAST_1754_0377.wav;1080
MSP-PODCAST_1754_0378.wav;1080
MSP-PODCAST_1754_0380.wav;1080
MSP-PODCAST_1754_0385.wav;1080
MSP-PODCAST_1754_0388.wav;1080
MSP-PODCAST_1754_0392.wav;1080
MSP-PODCAST_1754_0396.wav;1080
MSP-PODCAST_1754_0398.wav;1080
MSP-PODCAST_1754_0402.wav;1080
MSP-PODCAST_1754_0404.wav;1080
MSP-PODCAST_1754_0406.wav;1080
MSP-PODCAST_1754_0411.wav;1080
MSP-PODCAST_1754_0412.wav;1080
MSP-PODCAST_1754_0413.wav;1080
MSP-PODCAST_1754_0415.wav;1080
MSP-PODCAST_1754_0416.wav;1080
MSP-PODCAST_1754_0418.wav;1080
MSP-PODCAST_1754_0419.wav;1080
MSP-PODCAST_1754_0423.wav;1080
MSP-PODCAST_1754_0424.wav;1080
MSP-PODCAST_1754_0425.wav;1080
MSP-PODCAST_1754_0427.wav;1080
MSP-PODCAST_1754_0431.wav;1080
MSP-PODCAST_1754_0432.wav;1080
MSP-PODCAST_1754_0433.wav;1080
MSP-PODCAST_1754_0435.wav;1080
MSP-PODCAST_1754_0438.wav;1080
MSP-PODCAST_1754_0441_0001.wav;1080
MSP-PODCAST_1754_0442.wav;1080
MSP-PODCAST_1754_0445.wav;1080
MSP-PODCAST_1754_0446.wav;1080
MSP-PODCAST_1754_0447.wav;1080
MSP-PODCAST_1754_0448.wav;1080
MSP-PODCAST_1754_0451.wav;1080
MSP-PODCAST_1754_0452.wav;1080
MSP-PODCAST_1754_0457.wav;1080
MSP-PODCAST_1754_0458.wav;1080
MSP-PODCAST_1754_0459.wav;1080
MSP-PODCAST_1754_0460.wav;1080
MSP-PODCAST_1754_0462.wav;1080
MSP-PODCAST_1754_0464.wav;1080
MSP-PODCAST_1754_0465.wav;1080
MSP-PODCAST_1754_0466.wav;1080
MSP-PODCAST_1754_0468.wav;1080
MSP-PODCAST_1754_0469.wav;1080
MSP-PODCAST_1754_0471.wav;1080
MSP-PODCAST_1754_0475.wav;1080
MSP-PODCAST_1754_0476.wav;1080
MSP-PODCAST_1754_0477.wav;1080
MSP-PODCAST_1754_0484.wav;1080
MSP-PODCAST_1755_0001.wav;1080
MSP-PODCAST_1755_0004.wav;1080
MSP-PODCAST_1755_0006.wav;1080
MSP-PODCAST_1755_0007.wav;1080
MSP-PODCAST_1755_0011.wav;1080
MSP-PODCAST_1755_0017.wav;1080
MSP-PODCAST_1755_0020.wav;1080
MSP-PODCAST_1755_0023.wav;1080
MSP-PODCAST_1755_0025.wav;1080
MSP-PODCAST_1755_0027.wav;1080
MSP-PODCAST_1755_0030.wav;1080
MSP-PODCAST_1755_0031.wav;1080
MSP-PODCAST_1755_0032.wav;1080
MSP-PODCAST_1755_0033.wav;1080
MSP-PODCAST_1755_0034.wav;1080
MSP-PODCAST_1755_0037.wav;1080
MSP-PODCAST_1755_0039.wav;1080
MSP-PODCAST_1755_0041.wav;1080
MSP-PODCAST_1755_0043.wav;1080
MSP-PODCAST_1755_0049.wav;1080
MSP-PODCAST_1755_0051.wav;1080
MSP-PODCAST_1755_0055.wav;1080
MSP-PODCAST_1755_0057.wav;1080
MSP-PODCAST_1755_0058.wav;1080
MSP-PODCAST_1755_0064.wav;1080
MSP-PODCAST_1755_0065.wav;1080
MSP-PODCAST_1755_0067.wav;1080
MSP-PODCAST_1755_0071.wav;1080
MSP-PODCAST_1755_0074.wav;1080
MSP-PODCAST_1755_0075.wav;1080
MSP-PODCAST_1755_0076.wav;1080
MSP-PODCAST_1755_0077.wav;1080
MSP-PODCAST_1755_0078.wav;1080
MSP-PODCAST_1755_0079.wav;1080
MSP-PODCAST_1755_0081.wav;1080
MSP-PODCAST_1755_0083.wav;1080
MSP-PODCAST_1755_0094.wav;1080
MSP-PODCAST_1755_0096.wav;1080
MSP-PODCAST_1755_0097.wav;1080
MSP-PODCAST_1755_0099.wav;1080
MSP-PODCAST_1755_0105.wav;1080
MSP-PODCAST_1755_0106.wav;1080
MSP-PODCAST_1755_0107.wav;1080
MSP-PODCAST_1755_0109.wav;1080
MSP-PODCAST_1755_0111.wav;1080
MSP-PODCAST_1755_0114.wav;1080
MSP-PODCAST_1755_0115.wav;1080
MSP-PODCAST_1755_0116.wav;1080
MSP-PODCAST_1755_0118.wav;1080
MSP-PODCAST_1755_0119.wav;1080
MSP-PODCAST_1755_0120.wav;1080
MSP-PODCAST_1755_0121.wav;1080
MSP-PODCAST_1755_0122.wav;1080
MSP-PODCAST_1755_0127.wav;1080
MSP-PODCAST_1755_0130.wav;1080
MSP-PODCAST_1755_0131.wav;1080
MSP-PODCAST_1755_0132.wav;1080
MSP-PODCAST_1755_0139.wav;1080
MSP-PODCAST_1755_0142.wav;1080
MSP-PODCAST_1755_0143.wav;1080
MSP-PODCAST_1755_0144.wav;1080
MSP-PODCAST_1755_0147.wav;1080
MSP-PODCAST_1755_0156.wav;1080
MSP-PODCAST_1755_0157.wav;1080
MSP-PODCAST_1755_0158.wav;1080
MSP-PODCAST_1755_0161.wav;1080
MSP-PODCAST_1755_0162.wav;1080
MSP-PODCAST_1755_0163.wav;1080
MSP-PODCAST_1755_0164.wav;1080
MSP-PODCAST_1755_0165.wav;1080
MSP-PODCAST_1755_0170.wav;1080
MSP-PODCAST_1755_0175.wav;1080
MSP-PODCAST_1755_0180.wav;1080
MSP-PODCAST_1755_0182.wav;1080
MSP-PODCAST_1755_0184.wav;1080
MSP-PODCAST_1755_0185.wav;1080
MSP-PODCAST_1755_0187.wav;1080
MSP-PODCAST_1755_0189.wav;1080
MSP-PODCAST_1755_0191.wav;1080
MSP-PODCAST_1755_0193.wav;1080
MSP-PODCAST_1755_0194.wav;1080
MSP-PODCAST_1755_0195.wav;1080
MSP-PODCAST_1755_0196.wav;1080
MSP-PODCAST_1755_0197.wav;1080
MSP-PODCAST_1755_0199.wav;1080
MSP-PODCAST_1755_0200.wav;1080
MSP-PODCAST_1755_0202.wav;1080
MSP-PODCAST_1755_0206.wav;1080
MSP-PODCAST_1755_0207.wav;1080
MSP-PODCAST_1755_0214.wav;1080
MSP-PODCAST_1755_0216.wav;1080
MSP-PODCAST_1755_0217.wav;1080
MSP-PODCAST_1755_0220.wav;1080
MSP-PODCAST_1755_0227.wav;1080
MSP-PODCAST_1755_0228.wav;1080
MSP-PODCAST_1755_0234.wav;1080
MSP-PODCAST_1755_0239.wav;1080
MSP-PODCAST_1755_0242.wav;1080
MSP-PODCAST_1755_0243.wav;1080
MSP-PODCAST_1755_0245.wav;1080
MSP-PODCAST_1755_0248.wav;1080
MSP-PODCAST_1755_0249.wav;1080
MSP-PODCAST_1755_0251.wav;1080
MSP-PODCAST_1755_0252.wav;1080
MSP-PODCAST_1755_0254.wav;1080
MSP-PODCAST_1755_0256.wav;1080
MSP-PODCAST_1755_0257.wav;1080
MSP-PODCAST_1755_0260.wav;1080
MSP-PODCAST_1755_0261.wav;1080
MSP-PODCAST_1755_0263.wav;1080
MSP-PODCAST_1755_0264.wav;1080
MSP-PODCAST_1755_0265.wav;1080
MSP-PODCAST_1755_0267.wav;1080
MSP-PODCAST_1755_0274.wav;1080
MSP-PODCAST_1755_0276.wav;1080
MSP-PODCAST_1755_0278.wav;1080
MSP-PODCAST_1755_0279.wav;1080
MSP-PODCAST_1755_0280.wav;1080
MSP-PODCAST_1755_0285.wav;1080
MSP-PODCAST_1755_0286.wav;1080
MSP-PODCAST_1755_0287.wav;1080
MSP-PODCAST_1755_0290.wav;1080
MSP-PODCAST_1755_0291.wav;1080
MSP-PODCAST_1755_0292.wav;1080
MSP-PODCAST_1755_0293.wav;1080
MSP-PODCAST_1755_0294.wav;1080
MSP-PODCAST_1755_0297.wav;1080
MSP-PODCAST_1755_0298.wav;1080
MSP-PODCAST_1755_0301.wav;1080
MSP-PODCAST_1755_0302.wav;1080
MSP-PODCAST_1755_0309.wav;1080
MSP-PODCAST_1755_0312.wav;1080
